# f /kHz		U_0 / V		U / V	a / \mu s	b/ \mu s
10	3.6	4.0	1.0	98
15	3.6	4.2	1.0	75
20	3.6	5.2	1.2	49
22	3.6	6.0	1.6	44
24	3.6	6.6	1.8	41
26	3.6	7.6	2.2	38
28	3.6	9.0	2.8	35
29	3.6	10.0	3.4	34
30	3.6	11.0	3.8	33
31	3.6	12.5	4.4	32
32	3.6	13.0	5.0	31
33	3.6	14.0	6.0	30
34	3.6	13.8	7.0	29
35	3.6	13.0	7.8	29
36	3.6	12.0	8.4	28
37	3.6	11.0	9.0	27
38	3.6	9.5	9.2	26
40	3.6	7.6	9.6	25
42	3.6	6.0	9.7	24
45	3.6	4.4	9.6	22
47	3.6	3.8	9.6	21	
