# 1.Pendel, 2. Pendel, gleichphasig, gegenphasig, T_gekoppelt, T_Schwebung
7.27	7.06	7.02	7.09	8.02	35.97
7.21	7.27	7.41	7.08	8.12	35.84
7.20	7.28	7.29	7.09	8.38	35.78
7.14	7.33	7.22	7.15	8.00	36.62
7.26	7.07	7.28	6.83	8.14	35.25
7.26	7.33	7.48	7.08	7.95	36.65
7.25	7.31	7.34	7.28	8.07	36.53
7.21	7.26	7.15	6.98	8.13	35.88
7.33	7.25	7.35	7.22	8.13	36.12
7.20	7.26	7.15	7.09	0.00	0.00
