#T in °C, p in mbar
26	107
28	110
30	116
32	120
34	125
36	129
38	134
40	139
42	143
44	148
46	153
48	159
50	165
52	171
54	177
56	185
58	200
60	218
62	238
64	257
66	277
68	302
70	327
72	353
74	382
76	414
78	448
80	482
82	525
84	562
86	601
88	637
90	676
92	696
94	726
96	756
98	776
100	785
102	789
104	794
106	803
108	820
110	836
112	850
114	864
